player_id,signup_date,country,region,platform,acquisition_channel,age,skill_segment,device_name,email
P00551,2025-12-16,,APAC,PC,"Google Ads",28,Core,iPhone,user551@example.com
P00552,2025/11/28,"United Kingdom",EMEA,Android,Community,41,Core,"Windows 10",user552@example.com
P00553,"2025-08-11 03:40:10",U.K.,EMEA,PS,paid_search,44,Casual,"Windows 10",user553@example.com
P00554,,FR,EMEA,IOS/Android,Discord,18,CORE,"Windows 11",user554@example.com
P00555,"Nov 06, 2025",DE,EMEA,Playstation,YouTube,18,Core,"Windows 11",
P00556,2025-09-01,Bharat,APAC,PC,Organic,16,COMPETITIVE,"Windows 10",user556@example.com
P00557,2025-11-19T10:50:09Z,"United states",NA,Mobile,Creator,40,Casual,"Windows 11",user557@example.com
P00558,2025-08-21T14:51:40Z,México,LATAM,IOS/Android,ORG,38,Core,"Windows 10",user558@example.com
P00559,2025-08-09,JP,APAC,pc,ORG,18,Competitive,PS5,user559@example.com
P00560,"12/02/25 10:51",France,EMEA,"Epic PC",Discord,40,Casual,"Windows 11",user560@example.com
P00561,27-10-2025,Brasil,LATAM,Steam,Organic,37,Core,"Samsung Galaxy",user561@example.com
P00562,12/13/2025,U.S.A,NA,Steam,Community,19,Casual,"Windows 10",user562@example.com
P00563,2026/01/01,ES,EMEA,Steam,Community,32,Competitive,"Windows 11",user563@example.com
P00564,"02/09/26 15:11",India,APAC,Android,organic,17,CASUAL,"Windows 11",user564@example.com
P00565,"2025.09.25 ",IN,APAC,PC/Steam,ORG,43,Casual,"Windows 11",user565@example.com
P00566,"12/28/25 23:20",U.K.,EMEA,pc,"Friend Refer",18,Core,"Android Tablet",user566@example.com
P00567,"Aug 02, 2025 12:51AM",FR,EMEA,steam,"Paid Search",30,Competitive,"Windows 10",user567@example.com
P00568,2026-02-04T21:31:02Z,"United Kingdom",EMEA,"Xbox Series X",paid_search,22,Casual,"Windows 10",user568@example.com
P00569,"01/03/26 07:59","United States",NA,mobile,YT,33,Competitive,"Windows 10",user569@example.com
P00570,21-02-2026,Australia,APAC,mobile,ORG,NULL,Competitive,,user570@example.com
P00571,"Nov 02, 2025","South Korea",APAC,PlayStation,youtube,39,Competitive,PS5,user571@example.com
P00572,"Dec 23, 2025",Mexico,LATAM,NULL,Organic,37,Core,Pixel,
P00573,2025/11/02,AU,APAC,mobile,twitch,41,Casual,iPhone,user573@example.com
P00574,"05.10.2025 03:22",Bharat,APAC,PC/Steam,Organic,41,Core,Pixel,user574@example.com
P00575,2025.12.01,Bharat,APAC,XBOX,discord,28,Core,"Windows 10",user575@example.com
P00576," 02/06/2026",IN,APAC,xbox,influencer,24,Casual,Pixel,user576@example.com
P00577,2026/03/05,ES,EMEA,Steam,youtube,40,Competitive,"Steam Deck",user577@example.com
P00578,11-11-2025,"United states",NA,PC,Discord,17,Casual,"Windows 11",user578@example.com
P00579,"10/24/25 09:42",IN,APAC,PC/Steam,paid_search,16,Core,"Android Tablet",user579@example.com
P00580,"2026-01-31 23:53:45","United States",NA,pc,paid_search,19,Core,iPhone,user580@example.com
P00581,"Oct 09, 2025",India,APAC,IOS/Android,organic,40,Casual,"Windows 11",user581@example.com
P00582,"07.09.2025 05:28",Mexico,LATAM,IOS/Android,referral,45,Core,"Windows 10",user582@example.com
P00583,"2025-10-20 00:09:44 ",Brazil,LATAM,Windows,"Paid Search",32,Core,"Windows 10",user583@example.com
P00584,07-10-2025,,NA,"xbox series",paid_search,29,Competitive,"Xbox Series X",user584@example.com
P00585,"13.10.2025 11:27",India,APAC,Playstation,organic,21,Casual,"Windows 10",user585@example.com
P00586,"2026-03-08 01:23:00",Japan,APAC,Android,Discord,18,Competitive,"Windows 11",user586@example.com
P00587,"Dec 13, 2025 03:31PM",Deutschland,EMEA,"Xbox Series X","Store Feature",38,Competitive,"Android Tablet",user587@example.com
P00588,05-09-2025,Deutschland,EMEA,iOS,discord,28,Core,"Windows 11",user588@example.com
P00589,01/19/2026,BR,LATAM,Windows,"Paid Search",29,Core,"Windows 10",user589@example.com
P00590,"11.01.2026 09:26",Bharat,APAC,pc,influencer,23,Core,"Android Tablet",user590@example.com
P00591,"Oct 14, 2025 07:00AM",DE,EMEA,pc,Organic,34,Casual,"Windows 11",user591@example.com
P00592,"Aug 08, 2025",Nippon,APAC,Steam,Organic,26,Core,"Windows 10",user592@example.com
P00593,"Feb 05, 2026",Nippon,APAC,Android,"Paid Search",17,Casual,iPad,user593@example.com
P00594,2025/11/20,IN,APAC,xbox,paid_search,27,Core,Pixel,user594@example.com
P00595,2025/08/09,U.S.A,NA,PC,YT,26,Core,"Xbox Series X",user595@example.com
P00596,2025/08/31,CA,NA,iOS,Organic,33,Casual,"Android Tablet",user596@example.com
P00597," 2025/09/09",MX,LATAM,Android,Streamer,18,Core,Pixel,user597@example.com
P00598,12/25/2025,Bharat,APAC,XBOX,"Paid Search",21,Casual,PS5,user598@example.com
P00599,"2025-10-19 02:36:16",Bharat,APAC,Steam,organic,45,Casual,"Xbox Series X",user599@example.com
P00600,2025-08-13,India,APAC,Playstation,Organic,36,Casual,"Windows 10",user600@example.com
P00601," 25.01.2026 13:59 ","United states",NA,Playstation,"Friend Refer",27,Casual,iPhone,user601@example.com
P00602,2025.08.21,ES,EMEA,"Epic PC",Twitch,26,Core,"Windows 11",user602@example.com
P00603,"25.01.2026 00:44",Brasil,LATAM,PS5,"Google Ads",41,Casual,"Windows 11",user603@example.com
P00604,2025-08-09T19:02:09Z,México,LATAM,ps5,Community,26,Core,"Xbox Series X",user604@example.com
P00605,"Aug 23, 2025",México,LATAM,PS,Referral,26,competitive,iPhone,user605@example.com
P00606," 2026.01.05",Germany,EMEA,Steam,youtube,24,Core,iPhone,user606@example.com
P00607,2026-02-09T10:20:29Z,JP,APAC,steam,organic,30,Casual,"Windows 11",user607@example.com
P00608,"08/03/25 08:22",Germany,EMEA,IOS/Android,organic,18,Casual,,user608@example.com
P00609,2025.09.23,"United states",NA,PC/Steam,Referral,41,Core,iPhone,user609@example.com
P00610,,México,LATAM,"xbox series",,45,Core,iPhone,user610@example.com
P00611,"Mar 08, 2026 02:58AM",U.K.,EMEA,IOS/Android,discord,,Core,PS5,user611@example.com
P00612,"2025-08-03 10:18:05","United states",NA,steam,"Friend Refer",34,Core,"Samsung Galaxy",user612@example.com
P00613,07-01-2026,MX,LATAM,pc,ORG,32,Competitive,"Windows 10",user613@example.com
P00614,2026.03.06,"United States",NA,Ps5,ORG,29,Casual,"Xbox Series X",user614@example.com
P00615,"Feb 22, 2026 05:34AM",Korea,APAC,Steam,AppStore,18,Core,"Xbox Series X",user615@example.com
P00616,2025-08-09,AU,APAC,Mobile,YT,17,Core,PS5,user616@example.com
P00617,"12/31/25 01:27",México,LATAM,Android,"Google Ads",33,Core,iPhone,user617@example.com
P00618,2026/01/21,Germany,EMEA,Steam,YT,42,Casual,iPhone,user618@example.com
P00619," 2025/11/26",MX,LATAM,Steam,Influencer,22,Core,Pixel,user619@example.com
P00620,2025/09/24,BR,LATAM,pc,discord,42,Core,,user620@example.com
P00621,11/06/2025,BR,LATAM,PS5,Discord,42,Casual,"Windows 11",user621@example.com
P00622,12/04/2025,Brasil,LATAM,iOS,ORG,37,Casual,Pixel,user622@example.com
P00623,03-11-2025,"South Korea",APAC,PC,paid_search,45,Core,PS5,user623@example.com
P00624,,Bharat,APAC,Mobile,YT,29,Core,PS5,user624@example.com
NULL,"Jan 05, 2026 05:05AM",USA,NA,Windows,discord,35,Core,"Windows 10",user625@example.com
P00626,2025.10.07,Bharat,APAC,Playstation,"Store Feature",43,Competitive,PS5,user626@example.com
P00627,2025/09/07,BR,LATAM,PlayStation,paid_search,18,Competitive,"Windows 10",user627@example.com
P00628,"02/04/26 14:54","United States",NA,Xbox,organic,26,Casual,iPhone,user628@example.com
P00629,"2026-03-09 10:19:04",KR,APAC,PS5,influencer,,Casual,"Windows 11",user629@example.com
P00630,10/06/2025,MX,LATAM,PC,ORG,18,COMPETITIVE,PS5,user630@example.com
P00631,11/29/2025,Bharat,APAC,PC/Steam,Creator,27,Casual,PS5,user631@example.com
NULL,08/14/2025,,APAC,XBOX,Streamer,23,Core,PS5,user632@example.com
P00633,2025.08.01,Brasil,LATAM,Android,"App Store",39,CASUAL,"Windows 11",user633@example.com
P00634," 2025-12-03T18:34:20Z",canada,NA,"xbox series","Store Feature",19,Core,PS5,user634@example.com
P00635,2025.09.17,France,EMEA,Steam,twitch,32,Core,"Samsung Galaxy",user635@example.com
P00636,2025-12-23,"United States",NA,Android,Streamer,36,Core,iPhone,user636@example.com
P00637,"2025-10-29 21:41:40","United States",NA,xbox,,unknown,casual,"Samsung Galaxy",user637@example.com
P00638,"20.01.2026 06:16",MX,LATAM,Mobile,paid_search,16,Competitive,iPhone,user638@example.com
P00639,"Sep 23, 2025 05:39AM",Deutschland,EMEA,Android,organic,32,Casual,Pixel,user639@example.com
P00640,"2026-02-28 23:38:16",Canada,NA,mobile,organic,44,Competitive,"Steam Deck",user640@example.com
P00641,15-09-2025,MX,LATAM,PlayStation,organic,35,Casual,"Xbox Series X",user641@example.com
P00642,26-12-2025,"République Française",EMEA,mobile,organic,41,Core,Pixel,user642@example.com
P00643,"10/13/25 22:43","République Française",EMEA,Windows,YouTube,28,Core,"Windows 11",user643@example.com
P00644,"18.01.2026 10:19",Spain,EMEA,PS5,organic,17,Core,"Xbox Series X",
P00645,2026-03-01,UK,EMEA,Playstation,Influencer,22,Core,"Windows 10",user645@example.com
P00646,31-12-2025,IN,APAC,NULL,Influencer,30,Core,"Windows 11",user646@example.com
P00647,08/25/2025,Japan,APAC,"xbox series",discord,37,Casual,"Android Tablet",user647@example.com
P00648,2025/10/08,France,EMEA,Windows,"Google Ads",45,Core,"Windows 11",user648@example.com
P00649,"14.08.2025 08:04",JP,APAC,mobile,Referral,16,Casual,"Windows 11",user649@example.com
P00650," 2025/11/04","United States",NA,"Epic PC",discord,34,Casual,"Samsung Galaxy",user650@example.com
P00651,"Oct 16, 2025 06:12PM",ES,EMEA,Playstation,influencer,34,Core,"Xbox Series X",user651@example.com
P00652,"Dec 15, 2025 03:49PM",australia,APAC,Android,ORG,18,Core,,user652@example.com
P00653,10-11-2025,Japan,APAC,NULL,Twitch,39,Casual,"Windows 11",user653@example.com
P00654,02/03/2026,Korea,APAC,PC,discord,17,Casual,"Xbox Series X",user654@example.com
P00655," 04-03-2026",AU,APAC,NULL,AppStore,,Casual,Pixel,user655@example.com
P00656," 2025/09/08 ",CA,NA,PS,Twitch,38,Casual,"Windows 10",user656@example.com
P00657,2025-11-08T14:37:40Z,FR,EMEA,ps5,Discord,16,Core,iPhone,user657@example.com
P00658,"2025-12-06 16:52:54",IN,APAC,Android,youtube,20,Competitive,"Windows 10",user658@example.com
P00659,,Brasil,LATAM,IOS/Android,Discord,45,Core,iPhone,
P00660,2026/03/06,,NA,PS5,organic,39,Competitive,PS5,
P00661,2025-10-28T19:34:49Z,U.K.,EMEA,pc,YouTube,28,Casual,"Windows 11",user661@example.com
P00662,"Nov 05, 2025",KR,APAC,Windows,youtube,35,Casual,"Windows 11",user662@example.com
P00663,2025-11-14T22:31:57Z,Deutschland,EMEA,pc,influencer,43,Casual,"Samsung Galaxy",user663@example.com
P00664,"2026-01-23 15:53:28",U.S.A,NA,"Epic PC",organic,25,Core,"Windows 11",user664@example.com
P00665,12/19/2025,Brasil,LATAM,iOS,Streamer,17,Competitive,Pixel,
P00666,"Nov 05, 2025 04:58PM",U.K.,EMEA,IOS/Android,paid_search,45,Core,iPhone,user666@example.com
P00667,"Dec 05, 2025 02:00PM",Nippon,APAC,pc,referral,26,Casual,"Windows 11",user667@example.com
P00668,08/12/2025,U.S.A,NA,Ps5,paid_search,45,Core,"Windows 11",user668@example.com
P00669,2025.11.01,DE,EMEA,Ps5,Referral,21,Casual,iPhone,user669@example.com
P00670,"2025-12-17 17:52:18",,EMEA,Windows,ORG,26,Casual,"Xbox Series X",user670@example.com
P00671,01/27/2026,USA,NA,"xbox series","Store Feature",35,Casual,"Windows 11",user671@example.com
P00672,2025-09-14,India,APAC,NULL,AppStore,35,Competitive,"Windows 11",user672@example.com
P00673,"Jan 18, 2026",Brazil,LATAM,steam,Discord,,casual,"Windows 11",user673@example.com
P00674,"Feb 01, 2026","United States",NA,ps5,"Store Feature",40,Casual,"Steam Deck",user674@example.com
P00675,06-03-2026,Canada,NA,IOS/Android,"Google Ads",28,Casual,"Windows 10",user675@example.com
P00676,10/05/2025,"South Korea",APAC,PC,"Paid Search",43,Competitive,Pixel,user676@example.com
P00677,"01.03.2026 11:24",Bharat,APAC,xbox,"Friend Refer",44,Casual,iPhone,user677@example.com
NULL,2025.09.26,U.S.A,NA,Mobile,,43,Core,"Windows 10",user678@example.com
P00679,02-02-2026,"South Korea",APAC,PC,ORG,33,Casual,iPhone,user679@example.com
P00680,"Nov 11, 2025",USA,NA,"Epic PC",YouTube,31,Casual,iPhone,user680@example.com
P00681," Sep 04, 2025 04:48AM",U.K.,EMEA,Mobile,"Google Ads",26,Core,iPhone,user681@example.com
P00682,2025.08.21,canada,NA,"Epic PC",Community,34,Casual,"Windows 10",user682@example.com
P00683,"10/17/25 03:58","United states",NA,Ps5,ORG,20,Casual,iPhone,user683@example.com
P00684,2025-11-22T01:07:20Z,U.S.A,NA,mobile,"Google Ads",,Casual,"Xbox Series X",
P00685,"04.10.2025 00:08",FR,EMEA,PC/Steam,"Paid Search",22,Casual,"Android Tablet",user685@example.com
P00686,"2025/12/15 ","United states",NA,xbox,ORG,19,Core,"Windows 10",user686@example.com
P00687,"Sep 09, 2025",U.S.A,,XBOX,paid_search,19,Casual,iPhone,user687@example.com
P00688,"21.12.2025 02:28",DE,EMEA,iOS,Organic,43,Competitive,iPhone,user688@example.com
P00689,"30.12.2025 06:21",US,NA,Xbox,youtube,17,Casual,Pixel,user689@example.com
P00690,"11.01.2026 19:09",Japan,APAC,Android,"Friend Refer",43,Casual,PS5,user690@example.com
P00691,27-08-2025,GB,EMEA,"xbox series",youtube,44,Core,"Windows 10",user691@example.com
P00692,"2025-09-14 17:57:48",México,LATAM,IOS/Android,Influencer,41,Core,iPhone,user692@example.com
P00693,"Nov 05, 2025",US,NA,"Epic PC",Community,38,Competitive,"Android Tablet",user693@example.com
P00694,"Sep 28, 2025",France,EMEA,Android,paid_search,24,Casual,"Steam Deck",user694@example.com
P00695,2025.12.19,India,APAC,Windows,Referral,29,CORE,"Android Tablet",user695@example.com
P00696,"08.02.2026 22:35",USA,NA,IOS/Android,YT,40,Casual,"Windows 10",user696@example.com
P00697,"10.10.2025 09:29",Japan,APAC,Ps5,paid_search,43,Core,"Windows 10",user697@example.com
P00698,2026-01-17,Australia,APAC,Mobile,Influencer,17,Competitive,"Windows 10",user698@example.com
P00699,15-08-2025,GB,EMEA,"xbox series",discord,44,Core,"Windows 10",user699@example.com
P00700," 2025-12-18 19:30:52",CA,NA,Steam,AppStore,40,Competitive,iPad,user700@example.com
P00701,2025.10.19,Canada,NA,Xbox,AppStore,21,Competitive,"Xbox Series X",user701@example.com
P00702,2026-02-09T13:38:51Z,UK,EMEA,"Epic PC",youtube,26,CORE,"Windows 11",user702@example.com
P00703,2025.12.31,canada,NA,"Xbox Series X",Organic,24,Core,iPad,
P00704,"Aug 14, 2025","United Kingdom",EMEA,"Epic PC",ORG,40,Core,"Xbox Series X",user704@example.com
P00705,"Dec 21, 2025 05:55AM",australia,APAC,mobile,ORG,20,Competitive,PS5,user705@example.com
P00706,2026-01-27T05:54:35Z,Germany,EMEA,Xbox,Influencer,36,CASUAL,"Android Tablet",user706@example.com
P00707,28-08-2025,IN,APAC,PC/Steam,organic,19,Casual,iPhone,user707@example.com
P00708,"Oct 03, 2025 07:28PM",FR,EMEA,IOS/Android,ORG,30,Casual,"Samsung Galaxy",user708@example.com
P00709,"04.03.2026 19:48","United Kingdom",EMEA,steam,"Store Feature",30,Casual,iPhone,user709@example.com
P00710,12/13/2025,GB,EMEA,Android,youtube,41,Core,Pixel,user710@example.com
P00711,"2025-12-10 04:07:27",KR,APAC,pc,"Google Ads",18,Competitive,"Windows 10",user711@example.com
P00712,2026/02/06,México,LATAM,PC,ORG,45,CASUAL,"Android Tablet",user712@example.com
P00713,17-11-2025,AU,APAC,XBOX,ORG,17,Core,"Steam Deck",user713@example.com
P00714,03/01/2026,US,NA,PS,"Google Ads",27,Casual,"Samsung Galaxy",user714@example.com
P00715,2025/09/19,Germany,EMEA,Mobile,Referral,17,Casual,"Windows 11",user715@example.com
P00716,"Aug 17, 2025 12:42PM",IN,APAC,XBOX,YouTube,26,Casual,"Windows 11",user716@example.com
P00717,"28.12.2025 21:38",India,APAC,pc,Creator,44,Casual,Pixel,user717@example.com
P00718,12-08-2025,Canada,,Windows,paid_search,43,Core,"Xbox Series X",user718@example.com
P00719,10/20/2025,México,LATAM,"Xbox Series X",Streamer,42,Casual,iPhone,user719@example.com
P00720,"28.11.2025 15:07",Korea,APAC,PlayStation,Organic,39,Casual,"Windows 10",user720@example.com
P00721,2025-08-08,Germany,EMEA,"Xbox Series X",organic,32,Core,iPhone,user721@example.com
P00722,2025/11/09,"République Française",EMEA,iOS,Organic,43,Casual,"Windows 11",user722@example.com
P00723,,"South Korea",APAC,"xbox series",Organic,37,Core,"Windows 11",user723@example.com
P00724,2025-08-25,"United Kingdom",EMEA,Windows,,39,Competitive,iPhone,user724@example.com
P00725,"11/23/25 09:54","United States",NA,"Xbox Series X",ORG,37,Core,"Xbox Series X",
P00726,03-10-2025,U.S.A,NA,Mobile,"Google Ads",24,Casual,"Steam Deck",user726@example.com
P00727,"2025-11-21 14:23:51",Spain,EMEA,PC/Steam,twitch,17,Core,Pixel,user727@example.com
P00728,10/15/2025,Bharat,APAC,PC,Community,18,Competitive,iPhone,user728@example.com
P00729,,"République Française",EMEA,steam,Twitch,17,Competitive,"Windows 11",user729@example.com
P00730,2026/02/21,"United Kingdom",EMEA,mobile,Creator,41,Core,PS5,user730@example.com
P00731,2025-11-15,Brazil,LATAM,Playstation,"Google Ads",16,Casual,iPhone,user731@example.com
P00732,"2025-09-11 11:57:42",IN,APAC,NULL,Organic,26,Core,"Xbox Series X",user732@example.com
P00733,2025-10-19,IN,APAC,Windows,paid_search,24,Core,PS5,user733@example.com
P00734,"Jan 31, 2026",Canada,NA,pc,youtube,43,Casual,"Xbox Series X",user734@example.com
P00735,2025-12-19,"République Française",EMEA,PS5,youtube,22,Casual,"Android Tablet",user735@example.com
P00736,2025.10.11,AU,APAC,IOS/Android,AppStore,34,Competitive,"Windows 11",
P00737,29-01-2026,DE,EMEA,Ps5,influencer,28,Core,"Samsung Galaxy",user737@example.com
P00738,"Sep 12, 2025",España,EMEA,Steam,Creator,36,CASUAL,"Steam Deck",user738@example.com
P00739,"09/21/25 02:56",France,EMEA,mobile,YT,18,Casual,Pixel,user739@example.com
P00740,"2025-11-15T10:28:39Z ",canada,NA,Playstation,,16,CASUAL,"Windows 10",user740@example.com
P00741,07-08-2025,Deutschland,EMEA,Playstation,"Friend Refer",24,COMPETITIVE,"Windows 10",user741@example.com
P00742,"Jan 11, 2026 08:56AM","République Française",EMEA,"Xbox Series X",Community,23,Casual,Pixel,user742@example.com
P00743,"18.01.2026 07:01","United States",NA,"xbox series",Organic,26,Core,"Steam Deck",user743@example.com
P00744,26-12-2025,India,APAC,steam,ORG,unknown,Casual,"Xbox Series X",user744@example.com
P00745,"10/19/25 12:57",U.S.A,NA,PS,paid_search,20,Casual,"Windows 11",user745@example.com
P00746," Feb 06, 2026 04:41PM",Brasil,LATAM,Windows,"Paid Search",27,Casual,"Windows 11",user746@example.com
P00747,"Oct 24, 2025 04:40PM","République Française",EMEA,Xbox,twitch,37,Competitive,,user747@example.com
P00748,"Sep 03, 2025 06:33AM","United States",NA,xbox,"Google Ads",19,Casual,"Steam Deck",user748@example.com
P00749,2025-12-24T13:37:50Z,canada,NA,Mobile,organic,31,Casual,PS5,user749@example.com
P00750,"30.09.2025 11:33",ES,EMEA,Android,Organic,29,Core,iPhone,user750@example.com
P00751,"2025-11-19 15:59:16 ",Japan,APAC,ps5,Organic,28,Competitive,"Samsung Galaxy",user751@example.com
P00752,2026-03-04T02:31:44Z,Japan,APAC,"xbox series","App Store",33,Casual,"Windows 11",user752@example.com
P00753,2025/12/17,España,EMEA,PC,Influencer,28,casual,"Samsung Galaxy",user753@example.com
P00754,"11/13/2025 ","United States",NA,Android,"Paid Search",45,Casual,"Steam Deck",user754@example.com
P00755,"Oct 22, 2025",DE,EMEA,IOS/Android,"Google Ads",29,Core,"Samsung Galaxy",user755@example.com
P00756,2025.12.11,australia,APAC,mobile,organic,,Competitive,"Windows 11",user756@example.com
P00757,2025/10/19,India,APAC,iOS,"App Store",31,Casual,"Steam Deck",user757@example.com
P00758,13-09-2025,"United States",NA,Steam,Influencer,43,Casual,"Windows 11",user758@example.com
P00759,"2025-09-11 16:40:09",,APAC,IOS/Android,AppStore,39,Casual,Pixel,user759@example.com
P00760,2025-09-02T15:32:59Z,India,APAC,"xbox series",organic,28,Core,"Windows 11",user760@example.com
P00761,2026-01-16T15:54:15Z,canada,NA,Xbox,"Friend Refer",28,Competitive,"Xbox Series X",user761@example.com
P00762," 2025-08-16",Spain,EMEA,mobile,Referral,45,Core,"Windows 10",user762@example.com
P00763," Sep 13, 2025 08:08AM ",India,,"Epic PC",organic,25,Core,"Android Tablet",user763@example.com
P00764,"2025-09-11 14:51:06","South Korea",APAC,pc,Organic,20,Casual,"Windows 11",user764@example.com
P00765,2025.10.19,France,EMEA,IOS/Android,organic,23,Casual,"Windows 11",user765@example.com
P00766,"21.12.2025 07:05",KR,APAC,Steam,"Google Ads",43,Core,"Windows 10",user766@example.com
P00767,"Sep 17, 2025",Deutschland,EMEA,Windows,discord,43,Core,"Windows 11",user767@example.com
P00768,2025/11/29,MX,LATAM,Playstation,youtube,33,CORE,PS5,user768@example.com
P00769,2025.12.20,UK,EMEA,Android,ORG,29,Core,"Android Tablet",user769@example.com
P00770,"Jan 11, 2026 02:56PM",Spain,EMEA,PC/Steam,Organic,17,Core,PS5,user770@example.com
P00771,"Sep 06, 2025",Canada,NA,pc,Organic,31,Casual,"Windows 11",user771@example.com
P00772,12/15/2025,GB,EMEA,XBOX,ORG,31,casual,"Windows 11",user772@example.com
P00773,,India,APAC,Mobile,,24,Casual,"Windows 10",user773@example.com
P00774,"Dec 11, 2025 03:25AM","United States",,Mobile,twitch,22,Competitive,"Windows 10",user774@example.com
P00775,10/20/2025,GB,EMEA,iOS,paid_search,20,Core,"Samsung Galaxy",user775@example.com
P00776,"Dec 31, 2025 11:59PM",Spain,EMEA,Steam,Referral,16,Competitive,"Windows 10",user776@example.com
P00777,2026-01-10T04:34:39Z,Japan,APAC,PC,Streamer,34,CASUAL,"Xbox Series X",user777@example.com
P00778,2026-01-22T23:40:16Z,"United States",NA,PS5,Community,43,Core,iPhone,
P00779,2025/09/27,USA,NA,ps5,YouTube,43,Casual,iPhone,user779@example.com
P00780,"2026-01-12 04:13:02 ",US,NA,IOS/Android,Discord,26,Core,"Windows 10",user780@example.com
P00781,"Feb 11, 2026",BR,LATAM,PC/Steam,Influencer,24,Competitive,"Windows 11",user781@example.com
P00782,2025.10.10,Brasil,LATAM,Mobile,referral,33,Core,,user782@example.com
P00783,12-11-2025,Bharat,APAC,IOS/Android,"Google Ads",31,Casual,"Samsung Galaxy",user783@example.com
P00784,2025.08.29,"United Kingdom",EMEA,Android,referral,30,Core,"Samsung Galaxy",user784@example.com
P00785,"Dec 04, 2025 09:03PM",U.S.A,NA,steam,Influencer,27,CASUAL,"Samsung Galaxy",user785@example.com
P00786,2025-10-20,MX,LATAM,PC/Steam,"Paid Search",26,Casual,,user786@example.com
P00787,"2025-08-28 13:30:07",GB,EMEA,"xbox series",ORG,34,Core,iPhone,user787@example.com
P00788,"2026-02-14 06:53:10",BR,LATAM,pc,Influencer,44,casual,"Steam Deck",user788@example.com
P00789,"10/19/25 07:38",Korea,APAC,"Xbox Series X",AppStore,36,Casual,iPhone,user789@example.com
P00790,2025/10/27,canada,NA,Xbox,YT,20,Competitive,"Windows 11",user790@example.com
P00791,2025-09-29,Germany,EMEA,NULL,"Google Ads",37,Competitive,"Windows 11",user791@example.com
P00792,"06.02.2026 13:02",canada,NA,"Xbox Series X","Google Ads",23,Competitive,iPhone,user792@example.com
P00793,2025-11-01T03:58:31Z,FR,EMEA,"Epic PC",ORG,NULL,Casual,"Xbox Series X",user793@example.com
P00794,"09/27/25 02:11",Nippon,APAC,steam,discord,NULL,Core,Pixel,user794@example.com
P00795,"2025-09-26 13:33:08",Brazil,LATAM,PS5,Creator,31,Casual,"Android Tablet",user795@example.com
P00796," 02/09/26 23:05",France,EMEA,Steam,youtube,45,Casual,iPhone,user796@example.com
P00797,"10/01/2025 ",India,APAC,xbox,YouTube,26,Core,"Windows 11",user797@example.com
P00798,"Nov 14, 2025 04:25AM ",Korea,,Android,Creator,23,Casual,Pixel,user798@example.com
P00799,"Sep 10, 2025 09:13PM",USA,NA,pc,Influencer,26,Core,"Windows 10",user799@example.com
P00800,2026.01.03,IN,APAC,"Epic PC",organic,39,Core,"Android Tablet",user800@example.com
P00801,08/08/2025,USA,NA,iOS,ORG,31,Casual,"Windows 10",user801@example.com
P00802,11/11/2025,Brazil,LATAM,PlayStation,"Paid Search",27,Competitive,"Samsung Galaxy",user802@example.com
P00803,"2025-11-06 06:38:45",Canada,NA,NULL,YouTube,31,COMPETITIVE,,user803@example.com
P00804,08/17/2025,México,LATAM,PlayStation,"Friend Refer",38,Core,iPad,user804@example.com
P00805,2026.01.28,GB,EMEA,mobile,YouTube,21,Casual,PS5,user805@example.com
P00806,"02/28/26 18:19","République Française",EMEA,ps5,Streamer,42,Casual,"Xbox Series X",user806@example.com
P00807,"08/15/25 06:39",Brasil,LATAM,PC/Steam,Organic,20,Core,"Android Tablet",user807@example.com
P00808,"Dec 04, 2025 11:45PM",Mexico,LATAM,PC/Steam,Creator,20,Casual,"Windows 10",user808@example.com
P00809,2026-01-22,"United States",NA,PS,"Paid Search",24,CASUAL,"Windows 10",user809@example.com
P00810,"Feb 11, 2026",España,EMEA,PC/Steam,"Google Ads",17,Competitive,PS5,user810@example.com
P00811,"02/04/26 07:16",CA,NA,PS,Organic,44,Casual,"Windows 11",user811@example.com
P00812,2025-09-20T03:03:32Z,U.K.,EMEA,steam,AppStore,40,Core,PS5,user812@example.com
P00813,"Dec 11, 2025 10:43PM",DE,EMEA,xbox,youtube,26,Casual,"Samsung Galaxy",user813@example.com
P00814,2025/10/05,"South Korea",APAC,IOS/Android,Community,33,Casual,iPad,user814@example.com
P00815,2026.01.25,IN,APAC,PC/Steam,Influencer,16,Casual,PS5,user815@example.com
P00816,"Feb 17, 2026",México,LATAM,PlayStation,ORG,32,Casual,iPhone,user816@example.com
P00817,"2025-10-13 06:53:39",Bharat,APAC,pc,Creator,20,Casual,Pixel,user817@example.com
P00818,2026-02-20,U.S.A,NA,IOS/Android,ORG,26,Casual,"Android Tablet",user818@example.com
P00819,"01/28/26 08:07","United States",NA,Ps5,"App Store",29,Competitive,"Samsung Galaxy",user819@example.com
P00820,2026/01/30,BR,LATAM,pc,paid_search,34,Casual,"Android Tablet",user820@example.com
P00821,"13.11.2025 02:46",JP,APAC,IOS/Android,Creator,23,Core,iPhone,user821@example.com
P00822,09/16/2025,Brasil,LATAM,xbox,Creator,23,Core,"Xbox Series X",
P00823,01/27/2026,GB,EMEA,steam,paid_search,45,Casual,PS5,user823@example.com
P00824,2025/09/01,Brazil,LATAM,PC,YT,30,Casual,PS5,user824@example.com
P00825,"Nov 10, 2025 12:51AM","South Korea",APAC,Playstation,"App Store",39,Casual,"Steam Deck",user825@example.com
